date,name,rating,review
10/29/2022,Steph,5.0,Easily the best restaurant at Mohegan. MJs is a must!
10/28/2022,DouglasR,5.0,"The beet salad and the colossal crab, crab cake were outstanding. The trio of mashed potatoes is innovative and tasty.  Both steaks cooked perfectly waiter was great.  Wine list really nice and expansive."
10/28/2022,OpenTable Diner,4.0,"Disappointed in the way they handled my mother and I having dirt in our Caesar salad. Try to play it off as ground pepper and croutons. We have eaten there many times and have ordered the salad and never had a problem. There was clearly dirt in the base of the romaine. I let them give their explanation, but disappointed they couldn’t take responsibility."
10/27/2022,CUsoon,5.0,Venue was very nice.  The food was excellent and the service outstanding.....would have liked to have had a more private space like a booth to enjoy our time there.
10/27/2022,tomh,5.0,great for a special occasion!  terrific steaks and service!
10/26/2022,ScottP,5.0,The flight of beef was outstanding and the service was excellent as usual. We throughly enjoyed the experience.
10/24/2022,Sweeneyct,5.0,Excellent service and steaks cooked perfectly.
10/23/2022,OpenTable Diner,5.0,Was there for my husband’s birthday service is always wonderful and the food is incredible always great to go there
10/23/2022,OpenTable Diner,5.0,"Excellent service,  great wait staff, and perfect atmosphere to celebrate our wedding anniversary!!!  The food was outstanding...we will definitely be back!!!!!"
10/23/2022,sara,4.0,"Even though the restaurant was partially empty, we were not seated at our reservation time, which I thought was odd. We were staring at empty tables??  Poor management, but once seated all was good. Great food"
10/22/2022,Betty,3.0,We've had dinner reservations since October 8th for Saturday October 22 at 7 pm.  We arrived at 7:50 pm and was told that we didn't have a table because people weren't either getting up or empty tables needed to be bussed.  We waited until 7:20 pm when my husband complained to the Manager Dallas.  He was a gentleman.  Offered us the first round of drinks on the house.  Brian the waiter was excellent.  The food was excellent too.  We were just disappointed about the table situation especially since we reserved in advance.  Overall a great place.
10/22/2022,Brad,5.0,A great and convenient stop during our stay.  Everything was great- food and service!
10/21/2022,susettec,4.0,I had made a reservation 3 months prior and when I got there they wanted to seat me at the front door where everyone was standing. I said no way and had to wait 20 minutes for a table. I could see empty tables inside which I'm sure were reserved but it wasn't great waiting since 2 of us have bad backs and standing was painful.  I ordered a medium rare steak and it was barely medium but had not time to wait for another. It was still good. Just an honest review.
10/21/2022,sml66,5.0,Our experience at Michael Jordans was outstanding from start to finish. Our waitress was knowledgeable and friendly and offered excellent suggestions that added a to the quality of our meal. The porterhouse for 2 was cooked perfectly and tasted amazing. I highly recommend this restaurant!
10/21/2022,Christina,5.0,Best steak ever!  Beautiful atmosphere and super friendly staff!
10/20/2022,ZacharyB,2.0,Bad service even worse steak. Not worth the money
10/19/2022,EdwinG,4.0,Crab cakes and Garlic bread are a must! The steaks are always cooked perfect and full of flavor. Service is always excellent!
10/19/2022,OpenTable Diner,1.0,"We’ve eaten here before many times and it was great. However, the food last night was terrible. As a matter of fact, the only good thing was the mashed potatoes and tuna tartare. The manager didn’t bother to visit the table when we mentioned the food quality issues. Definitely won’t be coming back after this experience."
10/19/2022,DavidC,2.0,"Ordered the Prime Delmonico and one sushi tuna steak entree.  Steak was so bad I had to send it back, manager came over and insisted I try the petit filet,got that and it was equally as bad.  rancid flavor, strange texture. At this point I wonder if we were getting beef or buffalo !  Sliced tuna steak was also very rubbery.
Had a greasy food hangover the next morning and I do not even drink.
Called the general manager, ""Dallas"" the next day, left a voice mail, no return call.
Have been to Jordans Mohegan at least 25 times over the years, pre-pandemic, never had an issue.
Will not be going back."
10/19/2022,dpbs2,5.0,"Our dinner was terrific. Very nice Beet Salad and Shrimp Cocktail. My 7 oz. Filet was excellent as was the Creamed Spinach. My girlfriend's Chicken was delicious (her words) as well. Baked Alaska was incredible, better than I expected. 
Chris the Server was very attentive without being overbearing. Have visited this location in the past, and it was our most enjoyable visit yet."
10/18/2022,Foodie1000,3.0,"The steak knives absolutely destroy the steaks. They aren’t sharp at all. I might as well use a butter knife to eat it. The juice in the steak squishes out as I’m trying to cut it. Disappointing for how much I’m paying for a steak. The Kansas City steak was awful. It was charred and had a burnt taste. The filet miñon was beautifully cooked and tasted great but again, the knife did quite a bit of damage to the quality of it. 
We got the roasted heirloom carrots. The first batch came out severely over cooked. They corrected the issue and brought out a fresh dish and they were quite good. The potato trio was good. The double smoked bacon was good, however the fat in the bacon was not caramelized as much as it should have been for being double smoked. 
Our server was Jennine and she was marvelous. She took very good care of us. If I could give five stars for just out server, I would. However, the general manager was clearly frustrated with us for stating what our issues were. He all but yanked my husbands knife away from him when he asked for a replacement knife, which was no better than the first. 
I don’t know if this establishment is just used to a bunch of people coming in and getting drunk off their butts to the point where they do not care about the  quality of their food, or if their chef doesn’t care about the quality of food that is put out, but we are a couple who could easily take the time to make each of these food items well above the standard set by this restaurant. It was a special occasion so we wanted to go out and we were treated as if we did not know what we were talking about by the GM. 

In short, if you go here, bring your own steak knife, and don’t complain if something is not right."
10/17/2022,CherylT,5.0,Best steak I ever ate!  Allowed us to split entrees and sides amongst those in our party.  Staff was very helpful and knowledgeable.  Very pleasant evening.
10/17/2022,KaylaM,5.0,"My husband and I came for dinner during our honeymoon. We were delighted by our experience! Our waiter, Bryan, was very knowledgeable on the menu and and helped us make the right choice on what to order."
10/16/2022,Kimd,5.0,Been here a few times and wouldn’t hesitate to return
10/16/2022,OpenTable Diner,5.0,Beautiful 👌😍😍😍
10/15/2022,KevinK,5.0,"Amazing service and food! I highly recommend the MJ steakhouse. Our server Jen was wonderful and elevated our experience. She had great recommendations and we ended up getting the Caesar Salad to share, Oysters, Grilled Octopus and Tomahawk to share. We finished the night with a baked Alaska which is rare to see in a menu."
10/15/2022,OpenTable Diner,5.0,We enjoyed everything at Michael Jordan's. We were very happy with our meals. Can't wait to return! :)
10/15/2022,PeterC,4.0,This is probably the best steakhouse I’ve ever eaten at. The service was the most friendliest! They were at our every request. The only complaint I have is my steak was the wagyu strip and it was not a good piece of meat. It was 85$ and wasn’t impressed. My wife got the 10oz filet for 58$ and the filet was 100x better. Other than that food was impeccable. Sides were outstanding and very filling. Definitely recommend!!!
10/15/2022,Excellent,5.0,I had a great experience at Michael Jordan’s Steak House @ Mohegan Sun casino.  This was my first time there and I’ll definitely go back.  My wife and I shared a beautifully prepared tomahawk steak for 2.  The temperature was perfect and the presentation was spot-on.  The wait staff was excellent - very informative (they knew their meat) and were very attentive.  I can’t say enough good things about this quality establishment.
10/14/2022,StacyA,5.0,"Great food, great service. Reservations recommended!"
10/14/2022,Paull,5.0,"Service was excellent 
Food was amazing"
10/14/2022,OpenTable Diner,5.0,It was very special!
10/14/2022,CWPB,5.0,Dinner was absolutely delicious! Had the garlic bread for an appetizer that was out of this world. Tipped off with a delicious slice of key lime pie!
10/11/2022,MichelleJ,5.0,"The service and the food was top notch.  We made a reservation and were seated right on time.  Steaks cooked to perfection.  Try the garlic bread, it's amazing."
10/10/2022,ZOROVT1,5.0,Would return to Mohegan Sun just to have dinner at this steakhouse.
10/10/2022,Kathleen,4.0,"MJ’s has always been one of my favorite places to eat, however I must say I do not like the menu changes; the menu was great and didn’t need fixing. It is way overpriced for what you are served, a 7 ounce filet is $48 (and if it was 7 ounces I would be surprised).  I was disappointed and probably will choose another spot to dine."
10/10/2022,ChuckA,5.0,It was my wife’s birthday.  I love Michael Jordan’s for a well prepared meal.
10/10/2022,HappyGuest,4.0,Simone made our experience wonderful! She was attentive and friendly and we enjoyed her service. The food was great and we would come back for sure!
10/10/2022,Brittany,5.0,"Outstanding dinner for our anniversary! Our waiter was phenomenal and gave us some really helpful suggestions. Our entire meal was outstanding: we started with the garlic bread, and then had a porterhouse for two, broccolini, and mashed potato trio for our entree. 10/10 recommend!"
10/09/2022,ShaylaD,5.0,"Michael Jordan's Steak House at Mohegan Sun is always a nice experience. Service is wonderful and food is delicious. It's very expensive but a great place for a special night out. Our favorites were the crab cake, filet mignon, roasted mushrooms and salmon."
10/09/2022,depo,5.0,"The food although pricey, was excellent.  The service was attentive and top notch."
10/09/2022,NYFoodie,4.0,"MJS is awesome. Ambience is wonderful, especially in a cozy booth. Wine list is extensive. Staff is embracing, and personable especially the manager.  Unfortunately I chose the “Steak Frites” entree. 100% Sirloin never tastes this chewy, and unflavored. The garlic bread appetizer, and baked alaska dessert are MJ staples, but their steak definitely is not. Will go back. Maybe I expect too much for a $42 steak?"
10/09/2022,OpenTable Diner,5.0,Amazing experience! Best customer service we’ve had in awhile. Food was cooked to perfection and atmosphere was relaxing. We will definitely be back again.
10/08/2022,michaelR,5.0,Service was excellent from the time we checked in. The waitstaff was very professional. The food was cooked perfectly and tasted delicious. Management came by twice to check on everything. Overall experience “Awesome”
10/08/2022,OpenTable Diner,5.0,Anniversary
10/08/2022,KennethM,5.0,Food n service at the bar was excellent
10/08/2022,OpenTable Diner,1.0,"I feel so bad , but the lobster was so over cooked I had to spit it out . The steak tasted really bad like an unclean grill top . I will not spread bad reviews of this place but I would check your repeat customers."
10/07/2022,OpenTable Diner,5.0,"The food was outstanding and the service was exceptional. The staff was friendly, knowledgeable, and it added to the overall experience. Highly recommend."
10/07/2022,OpenTable Diner,5.0,Best Delmonico On The Planet!!!  Great Food and Service!!!  Our Favorite place!!!
10/07/2022,OpenTable Diner,5.0,We were there for our anniversary and to see a concert
10/05/2022,DianeM,5.0,"Steak tender and cooked to perfection - sides are large enough for two to share and excellent -Service, as always is on point."
10/04/2022,lisav,5.0,"Everything was excellent from start to finish. Service was excellent. Dallas, the Manager was a pleasure to speak with as he checked on our table.  Never disappointed here!"
10/03/2022,TimD,5.0,"Great food, great service, very polite staff/ professional.. very happy they are open on Monday’s again on my day off… I recommend Michael jordans to everyone.."
10/03/2022,ELIZABETHS,5.0,food is always excellent.  Servers are friendly and helpful
10/02/2022,Nena2chula,5.0,I had a wonderful Birthday dinner & everything was so perfect and cooked the way we wanted it. The waiters was very helpful & polite.  We will come again.
10/02/2022,ERIC,5.0,"This place got a (4-A) rating.

The service was A mazing.
The food was A mazing.
The drinks were A mazing.
The ambiance was A mazing.

Highly recommend 23"
10/02/2022,OpenTable Diner,5.0,"Never a disappointment when we dine here! Everything from your drink to your dessert will be delicious! I recommend the steak flights for those looking to try different types of steaks, but definitely have someone to share with! All sides are shareable sizes and delicious as well. Our favorites are the creamed spinach and mashed potato trio. The blue cheese garlic bread and thick cut bacon are a must for appetizers!"
10/02/2022,JoeM,5.0,"Wait staff was amazing, food was great.  Love this place as always it delivers.  

Forgot the waiter’s name but he was great too!"
10/01/2022,DennisE,5.0,Terrific service and food. Family had a great time! Simone and Anthony were great and very attentive. We will be going back!
10/01/2022,stacib,5.0,Everything was amazing. Celebrated my mothers birthday —they not only gave a dessert but also a birthday card signed by the entire FOH.  Very impressed
10/01/2022,DonaldP,5.0,"Extraordinary experience. Food, atmosphere, service. Staff very attentive. Could use some brighter candles."
10/01/2022,OpenTable Diner,5.0,Always delicious.   Crab cake is amazing
09/30/2022,Anonymous,5.0,The food was outstanding. You definitely get what you pay for. I had the 10 oz filet as my main course and it was the best steak I’ve ever had.
09/30/2022,Brandon,5.0,"My wife and I had our first kid-free night in 8 months! I wanted to try the steak here and it didn't disappoint. Everything was lovely, from the hostesses to the wait staff to the cooks. We will definitely be back."
09/30/2022,TomS,5.0,Overall experience was outstanding. This was our first time visiting and will definitely return. Ordered Tuna steak and salmon both dishes were amazing. Only thing to note is if you prefer not to have the skin on your salmon be sure to request it when ordering.
09/30/2022,Tejo5,3.0,"Overrated. Birthday getaway, had requested special table - and were sat in the middle, very dark, many other tables had cake/desert brought to table for their special ceremonies and despite a Hostess extending well wishes and leaving B-Day card on table, no acknowledgement by server. 

Expected better experience. May not return."
09/30/2022,RichS,4.0,"Although the steak was good, it seemed it was precooked because from the time we arrived to the restaurant , we were already serviced and finished eating in about 30 mins.  We felt rushed. We spent about $200 for the Surf & Turf Tomahawk Special that was tasty. Not a cheap meal and not the best experience we were hoping for."
09/29/2022,CaraH,5.0,Our waitress was extremely kind and helpful. I also had shared in the reservation that someone in the party was celebrating the birthday and they were treated to birthday wishes as well as a dessert. Overall it was fabulous and the food was delicious!! That garlic bread topped them all!!
09/29/2022,dpsct,3.0,"The $70 45-day dry aged Del Monaco steak was tough and unflavorful. The service was exceptional as usual and of course they took the steak off the bill. They did everything that they could do to make it right, but obviously the state that they was just not up to the usual standard for Michael Jordan’s. I would go back again.

The baked potato and asparagus were excellent"
09/28/2022,RadleyN,5.0,Great as always. They have changed their menu. they got rid of some favorites and the new items were not a plus. They staff was fantastic as always. Bring back the old favorites please.
09/28/2022,MicheleB,5.0,Gave us a card and champagne for our anniversary! Nice touch!
09/26/2022,EMWA,3.0,"I called the general manager of Michael Jordan’s at Mohegan Sun three times and he never called me back. I was charged $80 for four crab cakes and we had one crab cake each. The wait staff was excellent! I also filed a claim with the credit card company.
Thank you."
09/26/2022,thomasl,3.0,The steak wasn't really that good. One was under cooked. The presentation was not good at all.
09/26/2022,DeborahF,5.0,Excellent meal. Pleasantly surprised that good of food and service inside a casino existed!
09/25/2022,Maxx,1.0,"We ordered a filet and a caesar salad and a delmonico steak. When the food came, the butter would not melt on the filet (been standing too long), the caesar salad was not romaine and had some bottled dressing poured on it, and there was so much fat on the delmonico it was inedible.  Never again"
09/25/2022,OpenTable Diner,5.0,"Good was delicious, service was outstanding. Always choose MJ’s Steakhouse when we come to Mohegan!"
09/25/2022,JamesC,4.0,"Tables very close to each other plus the noise level was super high due to a full house, this place not for any special occasion or for the ambience.  I could not even hear our waitress talk, I had to repeat the specials.    I would avoid weekends, week days maybe better.  Food was excellent"
09/25/2022,HowardW,3.0,"Always liked MJ’s in the past. This time, 3 of the 4 steaks just weren’t good. Two Delmonicos had way too much fat. I had the Kansas City bone in, and it was very tough. That said, my wife had the NY Strip and loved it. Garlic bread (best thing there) and the sides were all outstanding. Service is top notch.  My recommendation is, stay with either the NY Strip or the filet mignon."
09/24/2022,CarmineM,5.0,Birthday dinner was fabulous
09/24/2022,NancyB,5.0,Great place to celebrate our Anniversary- great server and excellent food.  Steak was cooked perfectly and the garlic bread is amazing.  Prices are similar to any high end steak house
09/24/2022,HelenF,5.0,Birthday dinner.  Service was exceptional. Food was exceptional. Ambiance exceptional. Would go back in a heartbeat. Highly recommend.
09/24/2022,HeatherP,2.0,"The food was not that good for a high end restaurant. The lobster was over cooked, octopus had no flavor, and the meatballs were over cooked as well"
09/23/2022,OpenTable Diner,5.0,Our server and the manager were amazing last night!
09/23/2022,sara,5.0,"Wonderful dinner. , service great till end. Then they sorta forgot about us , otherwise great"
09/23/2022,DallasP,5.0,Amazing! The food was exceptional and our servers were the absolute best.
09/22/2022,Robss,5.0,Another perfect meal. Exceptional service from Nicki and her assistant Ryan (had him several times and he is so fun and personable). Host came over to check on me which is so appreciated. My favorite restaurant in all casinos because food and service can’t be beat.
09/20/2022,Rubin,2.0,"Overpriced!  For example..........$70.00 for two drinks of Blanton's Bourbon....A bottle cost less than that.

Seated near an open door into which people came to talk to others.  Had to ask waiter to close the door.  Even then it happened again.

I will never go back"
09/20/2022,RonD,5.0,"We had a very good dining experience, the waitress’s and support staff, we’re exceptional!!!"
09/19/2022,OpenTable Diner,5.0,Fantastic food and great experience!!
09/18/2022,OpenTable Diner,4.0,"It was 6:30pm, They said there was no table available till around 8pm … I went onto open table and there was a table available for 6:45pm … went back in with the reservation and they took us in immediately 🤣🤣 so take that however you want to 

Food came out quick , food was good - I think it depends on your own past experiences with steak houses to compare. 

Price point is a little high for the experience but it’s at Mohegan sun , so anything in that place you may expect to pay slightly more money"
09/18/2022,LaVoz,1.0,Michael Jordan’s is  nothing but hype. The food was comparable to Applebees or TGI Friday’s on a bad night. Jordan’s crush cocktail was weak. Complimentary bread and whipped butter/black salt was the best dish there. Save your money and go to TAO instead.
09/18/2022,AjaD,5.0,"All around absolutely amazing!! From the service, to the food, A+. We got the porterhouse for 2 and it melts in your mouth. The service was also very attentive and kind. I would highly recommend this restaurant."
09/17/2022,OpenTable Diner,5.0,Everything was great and would come again!
09/17/2022,DominickP,5.0,Everything was excellent except but I have one complaint.  The scallops were pathetically small and thin.  Please take them off the menu if you plan on serving the same in the future.
09/17/2022,SalB,5.0,"The entire experience was fabulous quality of the food, attentive staff can’t say enough good things. As good or better than most NYC steak houses"
09/17/2022,AlanS,5.0,"The best place to eat at Mohegan I love it here, the food is always amazing from the

 garlic bread with the blue cheese fondue to the steaks it's always good. We enjoy 

each and every time we go to Mohegan Sun.   We made a special request for our 

youngest's sons Birthday and they happily obliged    Its family friendly, and the kids 

enjoy it just as much as we do.   Love it and we shall see you all next time."
09/17/2022,EdwardM,5.0,Excellent experience! First class service and excellent food!
09/17/2022,IGonzalez,5.0,"Great service,  great food... a little dark  to see menus.  We made reservations for our anniversary and to celebrate my husband's birthday did not disappoint."
09/17/2022,Krystal,2.0,We were very excited to celebrate our 10 yr wedding anniversary. Unfortunately we had to wait a long time for our food to come. I ordered my steak medium rare plus and it came out completely raw. I would have even been ok if it was medium rare but it was totally raw and cold on the inside. By the time the server checked on us to see if everything was alright my husband had already finished eating. We didnt feel like waiting another 45 min for my steak to be recooked so I ended up leaving without anything to eat. We were so excited for our first experience here and were so incredibly disappointed. Not sure if we would give it another try.
09/17/2022,Rick,5.0,Brian and Ryan were amazing servers!  Quality of the meat and sides were as good as it gets.
09/17/2022,TatumLS,5.0,Love Michael Jordan’s
09/17/2022,CharlesK,5.0,Not my first time. Always an outstanding experience. Won’t be my last.THANK YOU
09/16/2022,BrianA,5.0,The food and service were excellent! Will definitely return again.
09/16/2022,noelaniV,5.0,Excellent service excellent food.
09/15/2022,markk,2.0,I’ve been coming here for years when coming in from Pittsburgh. Food quality has definitely gone down hill.
09/15/2022,OpenTable Diner,5.0,Wonderful dinner!!!
09/15/2022,OpenTable Diner,3.0,Sorry to say my steak was chewy and I was sick all night afterwards
09/11/2022,Arlibarli,2.0,I was quite disappointed tonight. Usually the steaks are delicious. We shared the porterhouse and it was veiny and no taste. Service was off too
09/11/2022,None,4.0,Wygu steak wasn’t real wygu you can taste the difference. Disappointing to say the least.
09/11/2022,OpenTable Diner,5.0,Fantastic steak!
09/10/2022,Rocky,5.0,"What can I say, just another great night at MJs . Dallas and his staff are second to none and are always fast and accurate. This time we had a waiter that we haven't had before, I think his name was Tusa. very polite and on the the ball taking our order and getting our cocktails. The food was excellent, Had the 10oz filet and it was cooked perfectly. but before the we had the tomato soup which I think everyone should try and the Baked Alaska is the perfect ending.  coffee and cappuccino were also good."
09/10/2022,rosemariem,5.0,Thanks for a Fabulous Dinner & my favorite table as always!! Dallas your always accommodating us & Kate was a lovely hostess!! Looking forward to seeing you guys soon 🔜 Again!! 🥰Rosemarie & MikeMusone from Narragansett RI
09/10/2022,Cathy,5.0,It was a wonderful meal. From the appetizers to the main course. Tomahawk steak was outrageous.
09/10/2022,OpenTable Diner,5.0,The staff was amazing and very knowledgable.  I was impressed with the quality of the food and the keylime pie was the best I’ve ever had in a restaurant.  I came back the next night and had another piece.  I also want to commend Dallas for how he managed to move our reservations so everyone would arrive at the same time and the care he took to make sure we were seated as close together as possible. The food was delicious!  I highly recommend this dining experience. Thanks Janine
09/09/2022,ChrisS,5.0,Food was excellent and experience was first class.
09/07/2022,Steaklover55,5.0,"Delicious food and friendly, attentive staff. Highly recommend!"
09/07/2022,FrankP,5.0,Expected more from entrees. Had tuna tartar app and Cesar’s salad both wonderful. Scallops were ok at best and gnocchi was awful . Desert was average carrot cake looked and tasted like it just came out of a box. Wife’s key lime pie was good.
09/06/2022,BostonCousin,5.0,It never disappoints!! Delicious food and wonderful service.
09/06/2022,MaryS,5.0,"We eat here every time we stay at Mohegan Sun. 
Cannot rave enough about Michael Jordan’s. 
Fabulous, fabulous food. 
Top notch service and staff. 
For the best dining experience this is the place go to."
09/05/2022,JT524,4.0,"Food is great, service was excellent! Only complain is the manager, or the person who thought he was a big deal. He walked around like he was better than everyone, only approached tables if someone ordered a flight/something off of the steaksmanship series. After spending the evening before at Ballo (also at Mohegan Sun), the manager came out and greeted EVERY table to make sure that we were all enjoying our experience. Didn’t matter how much money you were spending; it was about each persons overall dining experience. This really stood out to me (good for ballo, not so great for MJ’s). However, our wait staff was PHENOMENAL and made our experience a really great one, even if the manager didn’t quite care. Great food and would recommend, but we will most likely stick to Ballo when going to the casino"
09/05/2022,PhillyMom,5.0,"We had a lovely evening at Michael Jordan's Steakhouse. It is a quiet tranquil environment and service is gracious and attentive. A few dishes, like the tuna tartare and the macaroni and cheese were fine but not great. The steaks and creamed spinach was terrific. We will happily return when we are in town."
09/05/2022,OpenTable Diner,5.0,Celebrated our anniversary. Everything was great. Simone was exceptional.
09/05/2022,ELIZABETHS,5.0,Food and service always excellent.  Staff very attentive.
09/05/2022,Mike,2.0,"New menu has dropped once offered steak add ons. 

New menu offers less than a typical steakhouse restaurant menu.

New menu has dropped specials."
09/05/2022,MichaelB,5.0,Only “complaint” is that it was a ton of food and couldn’t stop eating until we were absolutely stuffed.
09/04/2022,LindaR,4.0,"Very friendly,  we were greeted by every staff member saw.   Very impressive !"
09/04/2022,JorgeG,2.0,The food was not worth the price. You're paying for the name only.
09/04/2022,GisselaC,5.0,Food and service were exceptional!
09/04/2022,MichaelH,5.0,Great food and outstanding service.looking forward to our next visit.
09/04/2022,ShondreaH,5.0,It was my birthday and they made the night very special for me!! The food was absolutely delicious and I had an amazing server who took great care of me. I enjoyed the beautiful environment and will definitely be back again on my next visit to Mohegan Sun.
09/03/2022,GaryL,5.0,As usual a great overall experience
09/03/2022,OpenTable Diner,1.0,Over priced. Uneducated staff when it comes to wine. Lack of experience at the front. Lip stains on my wine glass.. should I keep going?
09/03/2022,OpenTable Diner,5.0,"One of the best restaurants I’ve been to, service was outstanding, everyone made you feel very welcome, everyone was very attentive, food was outstanding, will definitely be back again"
09/03/2022,OpenTable Diner,5.0,"From the moment we walked in the door, until we left, our entire experience was top notch! The hostesses at the front door were very pleasant and personable! Our server, Brian was very professional and friendly. He offered recommendations that we decided to order, one being the crab cake as well as the Delmonico! He really made our experience and we could tell he truly loves what he does!"
09/03/2022,AnthonyC,4.0,"Wonderful service and ambiance, but my wagyu steak was over cooked and lobster was really dry. Mac & cheese was incredible along with garlic bread and mashed potatoes. My wife loved her desert as well."
09/03/2022,Brian,4.0,"A nice, solid steakhouse. Nice wine options. Booths are excellent. Friendly staff."
09/02/2022,JohnG,5.0,"Everything was tremendous including food, service etc. We were celebrating a anniversary and the wait staff decided to serve complimentary champagne. We had ordered ginger ale and a seltzer with cran and orange juice. That should have been a hint. We don’t drink. One of us in recovery and the other is supportive of that endeavor. We are not trying to hammer Jordan’s but wish to remind other servers to be aware of this type of circumstance."
09/02/2022,LarissaM,4.0,"I want to start off by saying that this restaurant is typically one we frequent for special occasions; birthdays, anniversaries, etc. My husband and I enjoy it. The food is typically delicious, service is great, and we usually don’t have any complaints. 

We have visited twice this year alone, yesterday for our anniversary and back in May for my birthday. Both times one of our steaks was cooked incorrectly. Previous to this year, we visited last year for my husband’s birthday and his steak was cooked incorrectly. This would be 3x in a row now that this has happened. We enjoy our steaks cooked medium-well to well done and I know that isn’t what’s recommended by steak connoisseurs or desired by chefs, but irregardless as the consumer we have a right to ask for our steaks to be made how we like. When I received my steak last night, it was medium-rare and when I told the waiter he was very polite and took the steak back. When I received it a second time, the steak was burned so badly it was charred. The manager noticed pretty quickly and came over to let me know he would take the steak off of the bill. He asked me if I would like a new one and I declined as we were headed to a concert. The waiter brought us some complimentary sides and a dessert to make up for our experience which I appreciated very much. I just feel having to send a steak back on 3 different occasions is unacceptable at the level of fine dining this restaurant is expected to provide."
09/01/2022,OpenTable Diner,4.0,"Went out here on a date with my fiancée. The food was amazing and the wait staff were truly wonderful. The food however took probably close to 45 minutes to get out. Additionally, it was absolutely freezing in there, to point where it was a little over the top."
08/31/2022,Michaelw,5.0,MJ food is amazing
08/31/2022,ThereseC,5.0,WONDERFUL!  Attention to details
08/30/2022,MiguelG,5.0,This was my first time and not my last the food is amazing and I recommend the garlic bread with the blue cheese fondue 🫕
08/30/2022,DanL,5.0,"Started with a Manhattan with Saranac rye.  Drink was strong, but could have used a touch more vermouth vs rye.  Our server Robert recommended the delicious garlic bread with blue cheese fondue for an appetizer which was delicious.  My wife and I selected the porterhouse for two medium rare and it was cooked perfectly and we liked the presentation with the bone standing vertically.  Sides were the trio of mashed potatoes and broccolini.  Broccolini was excellent and seasoned nicely with a nice bit of heat from some crushed red pepper.  Two out of three mashed potatoes were excellent, the plain and the spring onion.  The bacon gorda was tasty, but too salty.  Overall an excellent an memorable meal and we will return!"
08/29/2022,Anniversary,5.0,"Staff was fantastic. We were greeted as soon as we walked in the door. Waitress was attentive to our needs from the mi Ute we sat down. Food as usual was great. MJ’s is our go to for special occasions. 

Thank you"
08/29/2022,OpenTable Diner,5.0,4 year anniversary diner. The music they had on was great. The place is beautiful. They had some options for my food allergies. The staff was very sweet
08/28/2022,ljg61,5.0,Never a bad meal at MJ's . Celebrated friend's anniversary. Everyone came over and acknowledged it. My Delmonico steak was cooked to perfection!!. The only place we go when staying at Mohegan Sun.
08/28/2022,Nettie,2.0,For a steak house not the best.  Steakhouse prices & seems quality of food is not a priority.  Overcrowded to the max & packed like sardines .
08/27/2022,TheresaB,5.0,It was very dark inside for a sports type of restaurant. The food was great but all alacart and expensive. The service was great I guess that’s what you pay for.
08/27/2022,Tommyboy,5.0,Food was awesome! Wallet hurts but that comes with the territory. Lol great time
08/27/2022,JeanC,5.0,The atmosphere was dreamy and the food… I felt like I had gone to heaven. I can’t wait to go back in a month or two.
08/26/2022,Christian,5.0,"This was our fourth or fifth time to MJ’s  and like usual, Everything was excellent! We will be back again!"
08/26/2022,AnnaF,5.0,"Always an outstanding meal and top notch service. Our server, Amanda was awesome !!"
08/26/2022,SarahR,3.0,"Okay first thing you should know is the food is top notch. Everything cooked wonderfully and presented beautifully. Our server was nice and attentive. However while celebrating his birthday my brother ended up with an entire cup of steak sauce and remants of his bone in steak dumped onto his shirt when the woman clearing out table dropped the plates in his lap. She of course apologized and offered him 4 Shout wipes as compensation. She did not tell the server, we did and nothing was offered to him. At the very least dry cleaning could have been offered. 
I expect more from a supposed upscale establishment and honestly don’t think I’ll go back after seeing the disregard they had for their mistake. Perhaps you think that’s extreme but an entire ruined outfit on top of a sizable bill was not how he planned to spend his birthday."
08/26/2022,JACKH,5.0,Great service with exquisite food. Everyone was pleasant. Best anniversary dinner to date. Can’t wait to go back
08/25/2022,Ashleigh,5.0,Nicki was an outstanding hostess. She made every effort to make my family and I have an enjoyable dinner. She frequently checked on us and filled our glass with water. My fiancé loved his salmon and my son enjoyed his fries with grilled chicken and egg (as requested). The room was nicely lit and the noise level was moderate. We would definitely recommend this restaurant and will return soon. Thank you!
08/25/2022,Mario,4.0,"food was well prepared, and the tuna was excellent"
08/25/2022,TonyB,5.0,Was an amazing ambiance for that can’t be duplicated and great service even a bilingual waiter that assisted with the menu for my date
08/25/2022,MikkiStixx,4.0,"Steak, the filet mignon was excellent! Couple of things... we were a well dressed couple celebrating a birthday and it was a later weeknight evening. We were going to be placed at a bs table on top of other people, when there was a few romantic booths open. We of course asked to be moved. Why would you do that? Our servers were very good and the free desert for the bday was a nice touch. All in all a pleasurable experience."
08/24/2022,MaryannF,5.0,"Michael Jordan's never disappoints.....food is always fabulous!!! Steaks cooked to perfection, sides always delicious!!!  Lamb chops to die for....fish always fresh, service excellent!!!  Went there for my husbands birthday, they surprised us with a complimentary dessert to help us celebrate!!!"
08/24/2022,TanyaD,5.0,Phenomenal!!! One of the best steaks and dining experiences we've had!
08/23/2022,Phil,5.0,"Always a good time at Jordon's.  Nice selection of wines by the glass.  Great Cappicino.  Quality of food is excellent and nice size portions.  We usally sit at the bar, but choose a table which worked out fine,

Very enjoyable"
